Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_021852,Lactococcus phage P680,RefSeq,GCF_000911715.1,"Mahony,J., Kot,W., Murphy,J., Ainsworth,S., Neve,H., Hansen,L.H., Heller,K.J., Sorensen,S.J., Hammer,K., Cambillau,C., Vogensen,F.K., van Sinderen,D., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,7/23/13,,Skunavirus P680,29631,complete,,,Lactococcus,,
NC_021853,Lactococcus phage 340,RefSeq,GCF_000910635.1,"Mahony,J., Kot,W., Murphy,J., Ainsworth,S., Neve,H., Hansen,L.H., Heller,K.J., Sorensen,S.J., Hammer,K., Cambillau,C., Vogensen,F.K., van Sinderen,D., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,7/23/13,,Skunavirus sv340,32337,complete,,,Lactococcus,,
NC_021854,Lactococcus phage jm3,RefSeq,GCF_000911695.1,"Mahony,J., Kot,W., Murphy,J., Ainsworth,S., Neve,H., Hansen,L.H., Heller,K.J., Sorensen,S.J., Hammer,K., Cambillau,C., Vogensen,F.K., van Sinderen,D., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,7/23/13,,Skunavirus jm3,28674,complete,,,Lactococcus,,
NC_021855,Lactococcus phage phi7,RefSeq,GCF_000908115.1,"Mahony,J., Kot,W., Murphy,J., Ainsworth,S., Neve,H., Hansen,L.H., Heller,K.J., Sorensen,S.J., Hammer,K., Cambillau,C., Vogensen,F.K., van Sinderen,D., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,7/23/13,,Skunavirus sv7,32382,complete,,,Lactococcus,,
NC_021860,Lactococcus phage jm2,RefSeq,GCF_000909735.1,"Mahony,J., Kot,W., Murphy,J., Ainsworth,S., Neve,H., Hansen,L.H., Heller,K.J., Sorensen,S.J., Hammer,K., Cambillau,C., Vogensen,F.K., van Sinderen,D., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,7/23/13,,Skunavirus jm2,31090,complete,,,Lactococcus,,
NC_021861,Lactococcus phage BM13,RefSeq,GCF_000910615.1,"Mahony,J., Martel,B., Tremblay,D.M., Neve,H., Heller,K.J., Moineau,S., van Sinderen,D.","National Center for Biotechnology Information, NIH",USA,7/23/13,,Vedamuthuvirus BM13,30910,complete,,,Lactococcus lactis,,
NC_021774,Salmonella phage FSLSP004,RefSeq,GCF_000907915.1,"Moreno Switt,A.I., Orsi,R.H., den Bakker,H.C., Vongkamjan,K., Altier,C., Wiedmann,M., Orsi,R., Den Bakker,H.C.","National Center for Biotechnology Information, NIH",USA,7/22/13,,Stockinghallvirus FSLSP004,29742,complete,USA,,Salmonella enterica,,
NC_021471,Haloarcula sinaiiensis tailed virus 1,RefSeq,GCF_000907675.1,"Pietila,M.K., Laurinmaki,P., Russell,D.A., Ko,C.C., Jacobs-Sera,D., Hendrix,R.W., Bamford,D.H., Butcher,S.J., Ko,C.","National Center for Biotechnology Information, NIH",USA,6/11/13,,Lonfivirus HSTV1,32189,complete,,,Haloarcula sinaiiensis,,
NC_021317,Salmonella phage L13,RefSeq,GCF_000909995.1,"Hong,S.S., Cha,K.E., Myung,H.","National Center for Biotechnology Information, NIH",USA,6/3/13,,Jerseyvirus L13,21248,partial,South Korea,,Salmonella enterica subsp. enterica serovar Gallinarum,,10/2/10
NC_021336,Bacillus phage MG-B1,RefSeq,GCF_000910075.1,"Redondo,R.A., Kupczok,A., Stift,G., Bollback,J.P., Redondo,R.A.F.","National Center for Biotechnology Information, NIH",USA,6/3/13,,Klosterneuburgvirus MGB1,27190,complete,Austria,,Bacillus mycoides,,6/1/11
NC_021337,Acinetobacter phage AB3,RefSeq,GCF_000908675.1,"Zhang,J., Liu,X., Li,X.J., Jie,Z.","National Center for Biotechnology Information, NIH",USA,6/3/13,,Friunavirus AB3,31185,complete,,,Acinetobacter baumannii,,
NC_021070,Vibrio phage martha 12B12,RefSeq,GCF_000904715.1,"Henn,M.R., Polz,M., Kauffman,A.K.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Chapman,S.B., Erlich,R., Young,S.K., Koehrsen,M., Yandava,C., Zeng,Q., Alvarado,L., Anderson,S., Berlin,A., Borenstein,D., Chen,Z., Engels,R., Freedman,E., Gellesch,M., Goldberg,J., Green,L., Griggs,A., Gujja,S., Heilman,E.R., Heiman,D., Hepburn,T., Howarth,C., Jen,D., Larson,L., Lewis,B., Mehta,T., Park,D., Pearson,M., Richards,J., Rizzolo,K., Roberts,A., Ryan,E., Saif,S., Shea,T., Shenoy,N., Sisk,P., Stolte,C., Sykes,S., Walk,T., White,J., Haas,B., Nusbaum,C., Birren,B.","National Center for Biotechnology Information, NIH",USA,4/19/13,,Vibrio phage martha 12B12,33277,complete,,,Vibrio splendidus,,9/13/05
NC_020870,Leuconostoc phage LN04,RefSeq,GCF_000906195.1,"Kot,W., Hammer,K., Neve,H., Vogensen,F.K., Hansen,L.H., Pedersen,P.D., Soerensen,S.J., Heller,K.J.","National Center for Biotechnology Information, NIH",USA,4/1/13,,Limdunavirus LN04,25865,complete,,,Leuconostoc pseudomesenteroides,,
NC_020880,Leuconostoc phage P793,RefSeq,GCF_000905595.1,"Kot,W., Hammer,K., Neve,H., Vogensen,F.K., Hansen,L.H., Pedersen,P.D., Soerensen,S.J., Heller,K.J.","National Center for Biotechnology Information, NIH",USA,4/1/13,,Limdunavirus P793,26769,complete,,,Leuconostoc pseudomesenteroides,,
NC_019928,Helicobacter phage KHP30,RefSeq,GCF_000902955.1,"Uchiyama,J., Takeuchi,H., Kato,S., Takemura-Uchiyama,I., Ujihara,T., Daibata,M., Matsuzaki,S.","National Center for Biotechnology Information, NIH",USA,12/19/12,,Schmidvirus KHP30,26215,complete,,,Helicobacter pylori,,
NC_019931,Helicobacter phage KHP40,RefSeq,GCF_000902935.1,"Uchiyama,J., Takeuchi,H., Kato,S., Takemura-Uchiyama,I., Ujihara,T., Daibata,M., Matsuzaki,S.","National Center for Biotechnology Information, NIH",USA,12/19/12,,Schmidvirus KHP40,26449,complete,,,Helicobacter pylori,,
NC_019932,Erwinia phage ENT90,RefSeq,GCF_000901315.1,"Lee,Y.-D., Park,J.-H.","National Center for Biotechnology Information, NIH",USA,12/19/12,,Entnonagintavirus ENT90,29564,complete,,,Erwinia amylovora,,
NC_019512,Helicobacter phage 1961P,RefSeq,GCF_000903415.1,"Luo,C.H., Chiou,P.Y., Yang,C.Y., Lin,N.T., Luo,C.-H., Chiou,P.-Y., Tseng,Y.-H., Lin,N.-T.","National Center for Biotechnology Information, NIH",USA,11/21/12,,Schmidvirus sv1961P,26836,complete,,,Helicobacter pylori,,
NC_019523,Clostridium phage phi24R,RefSeq,GCF_000901795.1,"Morales,C.A., Oakley,B.B., Garrish,J.K., Siragusa,G.R., Ard,M.B., Seal,B.S.","National Center for Biotechnology Information, NIH",USA,11/21/12,phi24R,Gregsiragusavirus phi24R,18919,complete,USA,,Clostridium perfringens,,8/30/02
NC_019449,Lactobacillus phage c5,RefSeq,GCF_000901715.1,"Riipinen,K.A., Forsman,P., Alatossava,T., Riipinen,K.-A.","National Center for Biotechnology Information, NIH",USA,11/16/12,,Cequinquevirus c5,31841,complete,,,Lactobacillus delbrueckii subsp. bulgaricus,,
NC_019422,Clostridium phage phiMMP04,RefSeq,GCF_000900495.1,"Meessen-Pinard,M., Sekulovic,O., Fortier,L.C., Fortier,L.-C.","National Center for Biotechnology Information, NIH",USA,11/13/12,,Sherbrookevirus MMP04,31674,complete,,,Clostridioides difficile,feces,
NC_018834,Propionibacterium phage P9.1,RefSeq,GCF_000899375.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P91,29214,complete,,,Cutibacterium acnes,,
NC_018838,Propionibacterium phage P100_A,RefSeq,GCF_000900275.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P100A,29505,complete,,,Cutibacterium acnes,,
NC_018839,Propionibacterium phage P14,RefSeq,GCF_000898795.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P144,29729,complete,,,Cutibacterium acnes,,
NC_018840,Propionibacterium phage P100_1,RefSeq,GCF_000897835.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P1001,29612,complete,,,Cutibacterium acnes,,
NC_018841,Propionibacterium phage P101A,RefSeq,GCF_000900255.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P101A,29574,complete,,,Cutibacterium acnes,,
NC_018842,Propionibacterium phage P1.1,RefSeq,GCF_000899415.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P11,29348,complete,,,Cutibacterium acnes,,
NC_018845,Propionibacterium phage P104A,RefSeq,GCF_000897815.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P104A,29371,complete,,,Cutibacterium acnes,,
NC_018847,Propionibacterium phage ATCC29399B_T,RefSeq,GCF_000898835.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus ATCC29399BT,29516,complete,,,Cutibacterium acnes,,
NC_018849,Propionibacterium phage P105,RefSeq,GCF_000899395.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P105,29202,complete,,,Cutibacterium acnes,,
NC_018851,Propionibacterium phage ATCC29399B_C,RefSeq,GCF_000900295.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus ATCC29399BC,29516,complete,,,Cutibacterium acnes,,
NC_018852,Propionibacterium phage P100D,RefSeq,GCF_000898815.1,"Marinelli,L.J., Fitz-Gibbon,S., Hayes,C., Bowman,C., Inkeles,M., Loncaric,A., Russell,D.A., Jacobs-Sera,D., Cokus,S., Pellegrini,M., Kim,J., Miller,J.F., Hatfull,G.F., Modlin,R.L.","National Center for Biotechnology Information, NIH",USA,10/15/12,,Pahexavirus P100D,29506,complete,,,Cutibacterium acnes,,
NC_018269,Marinomonas phage P12026,RefSeq,GCF_000899035.1,"Kang,I., Jang,H., Oh,H.M., Cho,J.C., Cho,J.-C.","National Center for Biotechnology Information, NIH",USA,8/6/12,,Marinomonas phage P12026,31766,complete,South Korea,,Marinomonas,,3/16/10
NC_018270,Weissella phage phiYS61,RefSeq,GCF_000899855.1,"Kleppen,H.P., Holo,H., Jeon,S.R., Nes,I.F., Yoon,S.S., Jeon,S.-R., Yoon,S.-S.","National Center for Biotechnology Information, NIH",USA,8/6/12,,Weissella phage phiYS61,33594,complete,South Korea,,Weissella cibaria,,
NC_018273,Leuconostoc phage Lmd1,RefSeq,GCF_000897415.1,"Kleppen,H.P., Nes,I.F., Holo,H.","National Center for Biotechnology Information, NIH",USA,8/6/12,,Limdunavirus Lmd1,26201,complete,Norway,,Leuconostoc mesenteroides,,
NC_018083,Clostridium phage phiCPV4,RefSeq,GCF_000899755.1,"Volozhantsev,N.V., Oakley,B.B., Morales,C.A., Verevkin,V.V., Bannov,V.A., Krasilnikova,V.M., Popova,A.V., Zhilenkov,E.L., Garrish,J.K., Schegg,K.M., Woolsey,R., Quilici,D.R., Line,J.E., Hiett,K.L., Siragusa,G.R., Svetoch,E.A., Seal,B.S.","National Center for Biotechnology Information, NIH",USA,6/27/12,phiCPV4,Brucesealvirus CPV4,17972,complete,Russia,,Clostridium perfringens,,
NC_018084,Clostridium phage phiZP2,RefSeq,GCF_000897315.1,"Volozhantsev,N.V., Oakley,B.B., Morales,C.A., Verevkin,V.V., Bannov,V.A., Krasilnikova,V.M., Popova,A.V., Zhilenkov,E.L., Garrish,J.K., Schegg,K.M., Woolsey,R., Quilici,D.R., Line,J.E., Hiett,K.L., Siragusa,G.R., Svetoch,E.A., Seal,B.S.","National Center for Biotechnology Information, NIH",USA,6/27/12,phiZP2,Brucesealvirus ZP2,18078,complete,Russia,,Clostridium perfringens,,
NC_017980,Clostridium phage phiCP7R,RefSeq,GCF_000897195.1,"Volozhantsev,N.V., Oakley,B.B., Morales,C.A., Verevkin,V.V., Bannov,V.A., Krasilnikova,V.M., Popova,A.V., Zhilenkov,E.L., Garrish,J.K., Schegg,K.M., Woolsey,R., Quilici,D.R., Line,J.E., Hiett,K.L., Siragusa,G.R., Svetoch,E.A., Seal,B.S.","National Center for Biotechnology Information, NIH",USA,5/31/12,phiCP24R,Brucesealvirus CP7R,18397,complete,USA,,Clostridium perfringens,,9/27/02
NC_017978,Clostridium phage PhiS63,RefSeq,GCF_000896275.1,"Loessner,M.J., Zimmer,M., Lurz,R., Klumpp,J., Born,Y., Kim,K.-P., Eichenseher,F.","National Center for Biotechnology Information, NIH",USA,5/29/12,,Clostridium phage PhiS63,33609,complete,,,Clostridium perfringens,,
NC_017732,Enterococcus phage EF62phi,RefSeq,GCF_001275495.1,"Brede,D.A., Snipen,L.G., Ussery,D.W., Nederbragt,A.J., Nes,I.F., Solheim,M., Aakra,A.","National Center for Biotechnology Information, NIH",USA,4/18/12,,Enterococcus phage EF62phi,30505,complete,,,Enterococcus faecalis 62,,
NC_017688,Lactococcus phage ASCC191,RefSeq,GCF_001505235.1,"Castro-Nallar,E., Chen,H., Gladman,S., Moore,S.C., Seemann,T., Powell,I.B., Hillier,A., Crandall,K.A., Chandry,P.S.","National Center for Biotechnology Information, NIH",USA,4/13/12,,Skunavirus ASCC191,32414,complete,Australia,,Lactococcus lactis,,1993
NC_017695,Lactococcus phage ASCC273,RefSeq,GCF_002602185.1,"Castro-Nallar,E., Chen,H., Gladman,S., Moore,S.C., Seemann,T., Powell,I.B., Hillier,A., Crandall,K.A., Chandry,P.S.","National Center for Biotechnology Information, NIH",USA,4/13/12,,Skunavirus ASCC273,32582,complete,Australia,,Lactococcus lactis,,1994
NC_017696,Lactococcus phage ASCC532,RefSeq,GCF_002602245.1,"Castro-Nallar,E., Chen,H., Gladman,S., Moore,S.C., Seemann,T., Powell,I.B., Hillier,A., Crandall,K.A., Chandry,P.S.","National Center for Biotechnology Information, NIH",USA,4/13/12,,Skunavirus ASCC532,32384,complete,Australia,,Lactococcus lactis,,2001
NC_017698,Lactococcus phage ASCC465,RefSeq,GCF_002602225.1,"Castro-Nallar,E., Chen,H., Gladman,S., Moore,S.C., Seemann,T., Powell,I.B., Hillier,A., Crandall,K.A., Chandry,P.S.","National Center for Biotechnology Information, NIH",USA,4/13/12,,Skunavirus ASCC465,31772,complete,Australia,,Lactococcus lactis,,1998
NC_017702,Lactococcus phage ASCC281,RefSeq,GCF_002602205.1,"Castro-Nallar,E., Chen,H., Gladman,S., Moore,S.C., Seemann,T., Powell,I.B., Hillier,A., Crandall,K.A., Chandry,P.S.","National Center for Biotechnology Information, NIH",USA,4/13/12,,Skunavirus ASCC281,32023,complete,Australia,,Lactococcus lactis,,1995
NC_016651,Rhodococcus phage RRH1,RefSeq,GCF_000895835.1,"Petrovski,S.","National Center for Biotechnology Information, NIH",USA,1/17/12,,Rhodococcus phage RRH1,14270,complete,Australia,,Rhodococcus rhodochrous,,2009-12
NC_016565,Staphylococcus phage S24-1,RefSeq,GCF_000895755.1,"Uchiyama,J., Takemura,I., Matsuzaki,S., Daibata,M.","National Center for Biotechnology Information, NIH",USA,1/10/12,,Rosenblumvirus S241,18168,complete,,,Staphylococcus aureus,,
NC_016568,Helicobacter phage phiHP33,RefSeq,GCF_000894175.1,"Lehours,P., Vale,F.F., Bjursell,M.K., Melefors,O., Advani,R., Glavas,S., Guegueniat,J., Gontier,E., Lacomme,S., Alves Matos,A., Menard,A., Megraud,F., Engstrand,L., Andersson,A.F., Vale F,F., Andersson,A.","National Center for Biotechnology Information, NIH",USA,1/10/12,,Helicobacter phage phiHP33,24645,complete,,,Helicobacter pylori B45,,
NC_016164,Synechococcus phage S-CBS1,RefSeq,GCF_000894995.1,"Huang,S., Wang,K., Jiao,N., Chen,F.","National Center for Biotechnology Information, NIH",USA,11/10/11,,Synechococcus phage S-CBS1,30332,complete,USA: Chesapeake Bay,MD,Synechococcus sp. CB0201,,9/1/02
NC_015721,Bdellovibrio phage phi1402,RefSeq,GCF_000892195.1,"Ackermann,H.-W., Krisch,H.M., Comeau,A.M.","National Center for Biotechnology Information, NIH",USA,6/29/11,,Bdellovibrio phage phi1402,23931,complete,USA,,Bdellovibrio bacteriovorus,,2000
NC_015465,Synechococcus phage S-CBS3,RefSeq,GCF_000891035.1,"Huang,S., Wang,K., Jiao,N., Chen,F.","National Center for Biotechnology Information, NIH",USA,4/28/11,,Synechococcus phage S-CBS3,33004,complete,,,Synechococcus sp. CB0202,,6/1/03
NC_015453,Propionibacterium phage PAS50,RefSeq,GCF_000892635.1,"Lood,R., Collin,M.","National Center for Biotechnology Information, NIH",USA,4/27/11,,Pahexavirus PAS50,29017,complete,,,Propionibacterium,,
NC_015454,Propionibacterium phage PAD20,RefSeq,GCF_000891975.1,"Lood,R., Collin,M.","National Center for Biotechnology Information, NIH",USA,4/27/11,,Pahexavirus PAD20,29074,complete,,,Propionibacterium,,
NC_015270,Enterococcus phage EFRM31,RefSeq,GCF_000893315.1,"Fard,R.M., Barton,M.D., Arthur,J.L., Heuzenroeder,M.W., Mazaheri Nezhad Fard,R.","National Center for Biotechnology Information, NIH",USA,3/29/11,,Enterococcus phage EFRM31,16945,complete,,,Enterococcus faecalis,,
NC_015273,Burkholderia phage KS14,RefSeq,GCF_000891775.1,"Lynch,K.H., Stothard,P., Dennis,J.J.","National Center for Biotechnology Information, NIH",USA,3/29/11,,Kisquattuordecimvirus KS14,32317,complete,,,Burkholderia ambifaria,,
NC_015293,Pseudoalteromonas phage H105/1,RefSeq,GCF_000892515.1,"Duhaime,M.B., Wichels,A., Waldmann,J., Teeling,H., Glockner,F.O., Gloeckner,F.O.","National Center for Biotechnology Information, NIH",USA,3/29/11,,Pseudoalteromonas phage H105/1,30651,complete,Germany: off the coast of Helgoland,,Pseudoalteromonas sp. H105,,1990-09
NC_013152,Lactococcus phage CB14,RefSeq,GCF_001501335.1,"Rousseau,G.M., Moineau,S.","National Center for Biotechnology Information, NIH",USA,8/30/09,,Skunavirus CB14,29459,complete,Canada,,Lactococcus lactis,,2003
NC_013153,Lactococcus phage CB19,RefSeq,GCF_002630585.1,"Rousseau,G.M., Moineau,S.","National Center for Biotechnology Information, NIH",USA,8/26/09,,Skunavirus CB19,28643,complete,Canada,,Lactococcus lactis,,2003
NC_013154,Lactococcus phage CB20,RefSeq,GCF_002630605.1,"Rousseau,G.M., Moineau,S.","National Center for Biotechnology Information, NIH",USA,8/26/09,,Skunavirus CB19,28625,complete,Canada,,Lactococcus lactis,,2003
NC_013155,Lactococcus phage CB13,RefSeq,GCF_001502115.1,"Rousseau,G.M., Moineau,S.","National Center for Biotechnology Information, NIH",USA,8/26/09,,Skunavirus CB13,32182,complete,Canada,,Lactococcus lactis,,2003
NC_012884,Streptococcus phage M102,RefSeq,GCF_000884015.1,"van der Ploeg,J.R., Van der Ploeg,J.R.","National Center for Biotechnology Information, NIH",USA,6/30/09,,Streptococcus phage M102,31147,complete,,,Streptococcus,,
NC_012756,Streptococcus phage PH10,RefSeq,GCF_000886415.1,"van der Ploeg,J.R.","National Center for Biotechnology Information, NIH",USA,6/3/09,,Streptococcus phage PH10,31276,complete,Switzerland,,Streptococcus oralis,oronasopharynx,
NC_012419,Enterococcus phage EFAP-1,RefSeq,GCF_000882115.1,"Son,J.S., Jun,S.Y., Kim,E.B., Park,J.E., Paik,H.R., Yoon,S.J., Kang,S.H., Choi,Y.J.","National Center for Biotechnology Information, NIH",USA,3/24/09,,Enterococcus phage EFAP-1,21115,complete,South Korea,,Enterococcus faecalis,,
NC_011046,Lactococcus phage bIBB29,RefSeq,GCF_000879615.1,"Hejnowicz,M.S., Golebiewski,M., Bardowski,J.","National Center for Biotechnology Information, NIH",USA,7/11/08,,Skunavirus bibb29,29305,complete,,,Lactococcus,,
NC_011048,Bacillus phage phi29,RefSeq,GCF_000880275.1,"Villegas,A.P., Lingohr,E.J., Ceyssens,P.-J., Kropinski,A.M.","National Center for Biotechnology Information, NIH",USA,7/11/08,,Salasvirus phi29,19282,complete,,,Bacillus subtilis,,
NC_010363,Lactococcus phage asccphi28,RefSeq,GCF_000872725.1,"Kotsonis,S.E., Powell,I.B., Pillidge,C.J., Limsowtin,G.K., Hillier,A.J., Davidson,B.E., Limsowtin,G.K.Y.","National Center for Biotechnology Information, NIH",USA,2/26/08,,Lactococcus phage asccphi28,18762,complete,,,Lactococcus lactis,,
NC_010275,Vibrio phage Kappa,RefSeq,GCF_000872585.2,"Ehara,M., Nguyen,M.B., Nguyen,T.D., Ngo,C.T., Le,H.T., Nguyen,T.H., Iwami,M.","National Center for Biotechnology Information, NIH",USA,1/18/08,,Longwoodvirus K139,33507,complete,"Kenya: South Nyanza, Homabay",,Vibrio,feces,1983
NC_009875,Staphylococcus phage SAP-2,RefSeq,GCF_000872005.1,"Son,J.S., Lee,S.J., Jun,S.Y., Yoon,S.J., Kang,S.H., Paik,H.R., Kang,J.O., Choi,Y.J.","National Center for Biotechnology Information, NIH",USA,9/28/07,,Rosenblumvirus SAP2,17938,complete,South Korea,,Staphylococcus aureus,,
NC_009643,Actinomyces phage Av-1,RefSeq,GCF_000874085.1,"Delisle,A.L., Barcak,G.J., Guo,M., Chen,C., Chalmers,N.I.","National Center for Biotechnology Information, NIH",USA,7/6/07,,Dybvigvirus Av1,17171,complete,,,Actinomyces naeslundii,,
NC_009541,Propionibacterium phage PA6,RefSeq,GCF_000871645.1,"Farrar,M.D., Howson,K.M., Bojar,R.A., West,D., Towler,J.C., Parry,J., Pelton,K., Holland,K.T.","Institute of Molecular & Cellular Biology, Skin Research Centre",,6/8/07,PA6,Pahexavirus PA6,29739,complete,,,Cutibacterium acnes,,
NC_009542,Aeromonas phage phiO18P,RefSeq,GCF_000873905.1,"Beilstein,F., Dreiseikelmann,B.","National Center for Biotechnology Information, NIH",USA,6/8/07,,Bielevirus phiO18P,33985,complete,,,Aeromonas media,,
NC_008370,Lactococcus phage 712,RefSeq,GCF_000868485.1,"Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D., McGrath,S.","National Center for Biotechnology Information, NIH",USA,9/25/06,,Skunavirus sv712,30510,complete,,,Lactococcus lactis,,
NC_008371,Lactococcus virus jj50,RefSeq,GCF_000870105.1,"Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D., McGrath,S.","National Center for Biotechnology Information, NIH",USA,9/25/06,,Lactococcus virus jj50,27453,complete,,,Lactococcus lactis,,
NC_008363,Lactococcus phage P008,RefSeq,GCF_000868465.1,"Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D.","National Center for Biotechnology Information, NIH",USA,9/22/06,,Skunavirus P008,28538,complete,,,Lactococcus lactis subsp. lactis Il1403,,
NC_008364,Lactococcus phage Q54,RefSeq,GCF_000870085.1,"Fortier,L.C., Bransi,A., Moineau,S., Fortier,L.-C.","National Center for Biotechnology Information, NIH",USA,9/22/06,,Questintvirus Q54,26537,complete,,,Lactococcus lactis,,2005
NC_008193,Pasteurella phage F108,RefSeq,GCF_000869825.1,"Campoy,S., Aranda,J., Alvarez,G., Barbe,J., Llagostera,M.","National Center for Biotechnology Information, NIH",USA,6/20/06,,Irtavirus F108,30505,complete,,,Pasteurella multocida,,
NC_007046,Staphylococcus phage 66,RefSeq,GCF_000858585.1,"Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.","National Center for Biotechnology Information, NIH",USA,5/23/05,,Rosenblumvirus rv66,18199,complete,,,Staphylococcus aureus,,
NC_005822,Lactococcus phage phiLC3,RefSeq,GCF_000843485.1,"Blatny,J.M., Godager,L., Lunde,M., Nes,I.F., Ventura,M., Rosenhaven,E.M., Risoen,P.A., Brussow,H., Lillehaug,D., Birkeland,N.K., Lonneborg,A.M., Lindqvist,B., Lunde,J.M., Birkeland,N.","Laboratory of Microbial Gene Technology, Department of Chemistry and Biotechnology",Norway,3/20/04,,Lactococcus phage phiLC3,32172,complete,,,Lactococcus cremoris,,
NC_005340,Salmonella phage PSP3,RefSeq,GCF_000843405.1,"Julien,B., Calendar,R., Bullas,L.R., Mostaghimi,A.R., Arensdorf,J.J., Rajadas,P.T., Zuccarelli,A.J., Christie,G.E., Xu,P., Buck,G.A.","National Center for Biotechnology Information, NIH",USA,1/21/04,,Eganvirus PsP3,30636,complete,,,Salmonella,,
NC_005056,Escherichia phage Wphi,RefSeq,GCF_001504035.1,"Esposito,D., Schmidt,B.J., Bloom,F.R., Christie,G.E.","National Center for Biotechnology Information, NIH",USA,8/5/03,,Peduovirus Wphi,32684,complete,,,Escherichia coli W,,
NC_004814,Streptococcus phage C1,RefSeq,GCF_000842265.1,"Nelson,D., Schuch,R., Chahales,P., Zhu,S., Fischetti,V.A., Tscherne,D.M.","National Center for Biotechnology Information, NIH",USA,5/24/03,,Fischettivirus C1,16687,complete,,,Streptococcus,,
